11.836694,11.620267
11.882435,11.70874
11.83999,11.660171
11.769705,11.653202
11.727506,11.687441
10.931058,11.759745
11.976606,11.867169
12.058281,11.906265
12.109427,11.947666
12.073675,11.959879
12.082006,11.970679
12.016908,11.967705
12.108901,11.973075
12.127878,12.106776
12.152878,12.15037
12.13152,12.136174
12.17164,11.930838
12.214235,12.044469
12.135309,11.9971895
12.16523,11.862844
12.198027,11.860794
12.229756,11.761011
12.317464,11.651229
12.396197,11.212849
12.297225,10.794101
12.369833,10.971271
12.33755,10.561804
12.375505,11.535065
12.416271,11.628555
12.410435,11.849558
12.418169,11.985033
12.415992,11.997697
12.412376,12.14261
12.560335,12.332059
12.43577,12.285471
12.29381,12.453992
12.436141,12.438758
12.40366,12.533691
12.422098,12.586464
12.476564,12.563367
12.417253,12.427036
12.294124,12.2329035
12.347239,12.17593
12.362185,12.048501
12.383617,10.987964
12.562047,7.3282127
12.495033,4.7808824
12.544079,2.216402
12.535876,1.2000101
12.675466,1.2883407
12.769261,1.1129707
12.774022,1.4721334
12.782235,1.1003865
12.791858,4.7281938
12.729099,8.7171955
12.8270445,11.891523
12.694702,12.529101
12.278798,12.752172
12.798556,12.81385
12.890631,11.217455
12.078208,6.427531
11.877697,2.9957678
11.7628765,-1.0802922
12.070508,-0.66249907
12.216234,0.49855614
12.082276,-1.9536221
12.033717,-1.558432
12.215318,-1.4313564
12.220921,-2.4778945
12.217363,-2.413345
12.385952,-1.4881076
12.38,-1.5726424
12.360675,-1.3039612
12.410789,-1.8773899
12.416345,-1.1832439
12.479757,-0.35424057
12.447849,-0.6975342
12.502171,-1.8893343
12.550225,-2.6943061
12.524144,-1.3872821
12.457479,-1.212988
12.476679,4.4944224
12.475503,10.624695
12.460715,11.686218
12.511938,12.15348
11.163971,12.593535
12.659709,12.452714
12.77466,12.235249
12.854534,11.892011
12.858536,10.274463
12.891573,10.456732
12.880289,5.589538
12.930651,2.4487455
12.936734,-0.8166732
12.963711,-2.058196
13.0864105,-1.8216623
12.481922,-0.912982
12.39438,1.22076
12.439832,3.223805
12.450481,7.9723067
12.910258,11.973061
12.947874,12.654823
12.948167,12.7438
12.838857,12.901683
13.134933,12.883807
13.177029,12.767272
13.172631,10.873859
13.3234,5.044458
12.422279,2.4578378
12.457222,0.95562965
12.59611,0.0790031
12.612003,-0.051927764
12.55975,1.3686218
12.412258,3.1259928
12.462038,3.950054
12.450616,5.2941923
12.521425,6.392194
12.53515,6.226637
12.492629,8.199866
12.478816,8.800186
12.558123,12.039563
12.486954,12.255457
12.417089,12.1466255
12.387691,12.208748
12.362149,12.410632
12.379152,12.25275
12.414921,12.18522
12.506726,12.339551
12.485025,12.155451
12.530954,12.3930025
12.580441,12.482472
12.669908,12.325682
12.660959,12.124833
12.692709,12.016154
12.784804,11.713719
12.856472,12.370738
12.891072,12.685051
12.775873,12.818956
12.856071,12.490516
12.976475,11.19649
13.184809,5.483145
13.2690735,2.5904646
13.304794,0.8908915
13.384059,0.72309357
13.040874,0.085314535
13.28577,-0.9082029
12.380752,-2.6789715
12.391012,-2.4156384
12.400773,-2.510264
12.370849,-1.600908
12.390512,1.389913
12.444823,1.1921833
12.456038,3.652865
12.382958,7.8364396
12.408781,10.263007
12.411266,10.999379
12.459791,12.093244
12.420436,12.170004
12.362704,12.253751
12.310413,12.200368
12.33206,12.297222
12.2246475,12.352886
12.419815,12.328208
12.463687,12.506351
12.522937,12.498369
12.5393305,12.389847
12.597111,12.433628
12.615629,12.618467
12.628872,12.28289
12.658279,8.720705
12.717029,4.26878
12.858601,1.9886881
13.049412,0.052952107
12.856361,-0.5258526
13.057444,0.2524347
13.1111965,1.4497498
13.164496,0.21699731
13.235711,-0.19073704
13.226114,0.49255764
13.169324,0.87563807
13.211317,-1.2647645
13.270897,-0.3158318
12.469252,0.13466127
12.445004,5.943686
12.394485,10.891239
12.299209,12.211353
11.959188,12.202705
12.10823,11.9984455
12.221313,11.089458
12.214827,9.32622
12.402608,4.638751
12.497961,2.0630894
12.515994,1.7914556
12.645285,1.7070793
12.664112,1.4448068
12.64587,1.1910692
12.642496,0.8342336
12.596996,0.9350999
12.571193,0.4889281
12.46565,0.020351034
12.486492,-0.2752936
12.887392,12.484176
12.830204,8.879734
12.876129,7.088522
12.885658,4.28461
13.194764,2.1327934
